,URL,TEXT,WIDTH,HEIGHT,similarity,punsafe,pwatermark,AESTHETIC_SCORE,hash
28064,https://raimondorizzo.files.wordpress.com/2014/02/2-watercolor-painting-girl-by-proxi.jpg?w=760&,2-watercolor-painting-girl-by-proxi,600.0,809.0,0.29577887058258057,0.00019705296,0.38065413,6.7818027,-6496536321406760581
28079,https://cdn.shopify.com/s/files/1/0861/0654/products/Audrey-Tautou-portrait-painting-by-Vincent-Keeling_grande.jpg?v=1500317858,Portrait in oil on canvas of the Actress Audrey Tautou,600.0,600.0,0.3627627491950989,0.0073666275,0.75177366,6.564425,-1125168693209698410
28105,https://winkgo.com/wp-content/uploads/2016/02/Kyle-Thompson-Surreal-Self-Portraits-03-720x720.jpg,Kyle Thompson also ventures through empty forests and takes surreal shots that are mesmerizing.,720.0,720.0,0.30255651473999023,5.6293006e-06,0.05479772,6.6234393,-4781053640816395144
28117,https://f4photographystudio.com/wp-content/uploads/2019/12/Old-Saguenay-City-Bridge-Sketch-Image.jpg-600x798.jpg?f3d888&f3d888,Old Saguenay City Bridge Sketch Image,600.0,798.0,0.33977487683296204,1.0139009e-06,0.82069874,6.626067,3722589528150567084
28164,https://cdn.topofart.com/images/artists/Edmund_Charles_Tarbell/paintings/tarbell008.jpg,"Girl Reading, 1909 | Edmund Charles Tarbell | Painting Reproduction",523.0,600.0,0.32023048400878906,5.9175895e-06,0.09105276,6.6002555,-7012766231351333642
28325,https://americandigest.org/wp/wp-content/uploads/2018/10/IIAPY-2018-Winners-Transport-the-Soul-%C2%A9-Brad-Goldpaint-1024x570.jpg,On Earth As It Is In Heaven: 2018 Astronomy Photographer of the Year Selections,1024.0,570.0,0.3155836760997772,7.2109247e-06,0.073719546,6.5603743,4844842935043111937
28334,https://farm8.staticflickr.com/7850/47303827731_395515e96a_c.jpg,"20190306-Land of Light Photography Workshop, Lofoten-031.jpg",799.0,533.0,0.3215949237346649,1.2566347e-06,0.12690495,6.6030507,5137542566792453756
28373,https://cdn.shopify.com/s/files/1/1130/7582/products/deer_0b09481d-883c-489d-9212-17c057b45426_850x1050.jpg?v=1527655871,Art Print - Wildlife and landscape art by Chuck Black,850.0,635.0,0.34438467025756836,2.7128131e-05,0.56484455,6.5731587,4427809729666929301
28530,https://photos.smugmug.com/Specials/i-NhPWWkW/4/970ec0ec/L/DC_20140728_102-L.jpg,The Wreck of the Peter iredale,800.0,533.0,0.3407248556613922,2.2898577e-05,0.776492,6.5748024,8943774619985730518
28665,https://qph.fs.quoracdn.net/main-qimg-b68ddf1fdf4274874d3f1e6b467f285a,What are your favourite photos of Amy Jackson? - Quora,602.0,903.0,0.3191731870174408,0.9996528,0.21431686,6.6910677,-5966990308291741753
28679,https://wallpaperaccess.in/public/uploads/preview/anime-kabaneri-of-the-iron-fortress-art-by-wlop-digital-art-3840x2594-.png,"Anime Kabaneri of the Iron Fortress, Art by WLOP, Digital Art 3840x2594",850.0,575.0,0.32802438735961914,0.006178677,0.8308209,6.579303,-5118773052290146461
28701,https://www.harpersbazaararabia.com/public/styles/square/public/images/2017/08/09/dolce.png?itok=CMnZhTHb&c=cbf25e4fd372c1d3bb6fa0a9108133ef,Iconic Catwalk Moments We're Still Talking About,638.0,637.0,0.2913304567337036,0.2984576,0.16012323,6.5299935,2565581937078111521
28706,https://cdn.thewire.in/wp-content/uploads/2021/07/04132927/pic-1.jpg,Mirza Ghalib and the Law: A Curious Romance,864.0,576.0,0.2961716949939728,3.0056957e-05,0.041735575,6.6209097,-2187081597215711554
28712,https://artcountrycanada.com/images/heighton-brent-early-snow-original-painting.jpg,Brent Heighton Early Snow Original Acrylic on Canvas painting,750.0,601.0,0.33746644854545593,9.5210346e-08,0.06085425,6.716184,7061075961709285109
28940,https://images.fineartamerica.com/images-medium-large-5/illustration-of-red-fox-illustration-by-shannon-posedenti.jpg,Illustration Of Red Fox Digital Art by Illustration By Shannon Posedenti,622.0,900.0,0.3507135510444641,1.8191095e-05,0.15806729,6.6467385,-6818449009616267431
28944,https://photos.smugmug.com/photos/i-BCgJ3jr/0/L/i-BCgJ3jr-L.jpg,"Lone Tree in Autumn, Wanaka",800.0,534.0,0.37519708275794983,9.460601e-06,0.2189478,6.6992564,5085426373725300256
29077,https://www.boredpanda.com/blog/wp-content/uploads/2014/06/children-family-photography-rural-sebastian-luczywo-coverimage.jpg,Father Takes Heartwarming Photos Of His Children And Their Animals In Rustic Village In Poland,700.0,700.0,0.31373330950737,3.628567e-05,0.0529687,6.6631784,-1483740170565662005
29095,https://i0.wp.com/stuckincustoms.smugmug.com/Portfolio/i-BPJDTCJ/0/fa43f41b/900x580/Lijiang%20at%20Night-900x580.jpg?resize=900%2C580&,Lijiang at Night,900.0,580.0,0.3040963113307953,0.0001706779,0.0618855,6.8596435,6556879658253905965
29126,http://finkeldeistudio.com/original-works/image?view=image&amp;format=raw&amp;type=img&amp;id=56,View of Creede,800.0,626.0,0.3296504616737366,1.6329874e-07,0.12852228,6.726374,2358679911730156259
29259,http://cdn.emptykingdom.com/wp-content/uploads/2012/03/Rob-Hefferan_web2.jpg,art blog - Rob Hefferan - empty kingdom,741.0,750.0,0.3175671696662903,0.00023439527,0.08820051,6.8175654,-3665882941584506229
29292,http://images.fineartamerica.com/images-medium-5/2975-peter-holme-iii.jpg,2975 Print by Peter Holme III,600.0,620.0,0.31082066893577576,8.910386e-06,0.23567177,6.5446424,8802149651384283189
29310,https://cdn.wallpapersafari.com/55/87/CUFIpK.jpg,Go Back Gallery For The Lonely Mountain Wallpaper 1024x557,1024.0,557.0,0.3273337185382843,0.00026726723,0.08413806,6.521045,-4768792383192930970
29546,https://puregaming.es/wp-content/uploads/2017/05/original-1-970x570.jpg,Se confirma el lanzamiento de Dinasty Warriors 9 en Occidente,970.0,570.0,0.32304689288139343,0.00016719103,0.094863385,6.5153913,-402709289377172819
29557,https://www.treesplace.com/assets/images/uploads/artists/47/img_1370__large-1.jpg,"Light Across the Marsh, oil on canvas board, 9 x 12 inches  SOLD",800.0,567.0,0.32820186018943787,7.484194e-06,0.6239309,6.557334,-5216810714364870394
29600,https://i.pinimg.com/564x/8d/b0/73/8db0736517a83e6c7619dd7c1e028aa9.jpg,"Frank interview: Rose Byrne looks incredible in a plunging white Vanessa Bruno blazer, pai...",564.0,723.0,0.35791367292404175,0.9314511,0.4611241,6.7917256,-2795214683228285488
29658,http://i0.wp.com/www.tv-eh.com/wp-content/uploads/2016/10/Breanne_Hill.jpg?fit=536%2C800,Breanne Hill as Mary,536.0,800.0,0.3174732029438019,0.49972257,0.26077992,6.541417,8232649747380940411
29673,https://images.squarespace-cdn.com/content/v1/57a4f2b8f7e0ab78c07088a7/1508424953230-X4VAAQ1YICKTAPEQ2MNJ/ke17ZwdGBToddI8pDm48kNuKSyhYsQTOB1yNkx42Z-VZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpxRGcCRTnCsLnAVCkaGuLB7A9y2Fa9BmxPk7s66rP7I85KOvPkrjxhdDSyw5lmjO3A/Large_californiastinbluecloseup.jpg,"""""""California Street in Blue  (24"""""""" x 24"""""""")  by Jim Leland, oil painting""""""",677.0,700.0,0.314175546169281,2.6327045e-06,0.16840495,6.506003,5858181548931793867
29696,http://tadzios-brueder.guido-fuchs.de/wp-content/uploads/Craigher-summer-scene-with-two-boys-in-the-sail-boat-off-coast-landscape.jpg,Craigher - summer scene with two boys in the sail boat off coast landscape,658.0,539.0,0.32277530431747437,2.5822896e-05,0.14931415,6.6018257,1468242312047975460
29714,https://www.thefashionisto.com/wp-content/uploads/2018/01/Balmain-Pre-Fall-2018-Mens-Collection-Lookbook-012.jpg,Balmain embraces a British style motif as part of its pre-fall 2018 collection.,800.0,533.0,0.30068302154541016,0.027423292,0.2394488,6.560375,7152560248737755880
30021,https://www.digsdigs.com/photos/stylish-walk-in-closets-25.jpg,Floor to ceiling closet furniture is a perfect way to use all available space.,554.0,738.0,0.3255460262298584,0.0027184486,0.051092725,6.53967,5637229910244819363
30343,https://cdn.gallerix.asia/sr/_EX/2037947957/348345947.jpg,Klever Julius - Winter landscape with a hut. 1. 900 Classic russian paintings,800.0,589.0,0.3353431820869446,2.3313485e-06,0.13911134,6.5834007,-8854550136136340292
30349,https://render.fineartamerica.com/images/rendered/medium/print/images/artworkimages/medium/2/russell-fields-pier-panama-city-beach-in-sepia-gregory-ballos.jpg,Wall Art - Photograph - Russell Fields Pier - Panama City Beach In Sepia by Gregory Ballos,600.0,600.0,0.31389039754867554,1.7713616e-06,0.5,6.6637764,140083388036733642
30487,https://render.fineartamerica.com/images/rendered/medium/print/images-medium-5/model-wearing-green-shorts-and-an-embroidered-frances-mclaughlin-gill.jpg,Short Cut Photograph - Model Wearing Green Shorts And An Embroidered by Frances McLaughlin-Gill,600.0,600.0,0.30167582631111145,0.056186438,0.33151066,6.579642,3466976149869030313
30790,http://www.boredpanda.com/blog/wp-content/uploads/2014/08/amazing-lighthouse-landscape-photography-4.jpg,amazing-lighthouse-landscape-photography-4,880.0,594.0,0.32051584124565125,5.843139e-06,0.03979867,6.7101927,6541712122279749787
30949,https://sr.gallerix.ru/2037947957/_EX/348840332/,Isaak Levitan - Quiet Monastery. 900 Classic russian paintings,800.0,630.0,0.3718900680541992,6.254728e-06,0.28128043,6.592192,-5187199767330332464
30951,https://rceliamendonca.files.wordpress.com/2011/05/charlemont_eduard_the_music_lesson_thumb.jpg?w=641&h=844,Charlemont_Eduard_The_Music_Lesson,641.0,844.0,0.3445416986942291,9.26393e-06,0.06489486,6.598586,-5011446973600899944
31006,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Charles_Lindbergh_and_the_Spirit_of_Saint_Louis_%28Crisco_restoration%2C_with_wings%29.jpg/512px-Charles_Lindbergh_and_the_Spirit_of_Saint_Louis_%28Crisco_restoration%2C_with_wings%29.jpg,"Charles Lindbergh and the Spirit of Saint Louis (Crisco restoration, with wings)",512.0,645.0,0.35798418521881104,1.4530096e-06,,6.565031,5774483761104159700
31015,https://i.pinimg.com/736x/28/d6/1b/28d61bf7b9a012d95144b49903f2005f.jpg,"Chicago Interior (1933-34).J. Theodore Johnson (1902-1963). Oil on canvas.  The warmth from the radiator is almost palpable in this painting, contrasting with the snowy city seen through the window. The distinctive blue-tiled tower of the American Furniture Mart identifies the setting. The artist portrayed his wife Barbara reading in their hotel room. The warm browns, yellows, and oranges raise the visual temperature, heightened further by hot touches of red.",736.0,612.0,0.34500589966773987,0.00013831258,0.1950794,6.781595,-6330762515994128690
31036,https://cdn.shopify.com/s/files/1/0535/3381/products/folder_7c3547bc-7639-4f99-9971-ac5c3bf8ae64_380x@2x.jpg?v=1504438009,"Fireflies Photo Overlays - Kimla Designs  Quality Editing Tools for Creative Photographers, Photoshop Overlays, Textures, Photoshop Actions and Templates.",760.0,543.0,0.30414605140686035,0.0004402697,0.22624862,6.518718,524670266391324158
31352,https://art.katalay.net/images/gallery/images/art/sailing-ship-by-marek-ruzyk-oil-painting.jpg,"Sailing Ship By Marek Ruzyk, Oil Painting",800.0,532.0,0.32184866070747375,4.7648214e-06,0.113632165,6.767699,-5649536075809184621
31397,https://i.pinimg.com/736x/0e/02/fe/0e02fe771e34c65d2ece4ee67b3b2e7d.jpg,"Diana Mitford Guinness Moseley | Diana Mitford (later Lady Mosley), by Bassano Ltd, February 1935 - NPG ...",586.0,800.0,0.3633096516132355,1.7796663e-05,0.13342266,6.5763845,5867694326307183119
31421,https://p1.liveauctioneers.com/437/75061/39070757_1_x.jpg?version=1436915779&amp;width=280&amp;format=pjpg&amp;auto=webp&amp;quality=50,Martin Grelle | Hunter's Morning,594.0,800.0,0.3305981159210205,1.4719351e-05,0.09464644,6.5792184,7278801336044136551
31558,https://img-fotki.yandex.ru/get/101645/480438961.3c0/0_1757f8_92dcb8a5_orig.Jpg,Tokyo 100 Views - Discover Tokyo through 100 beautiful illustrations,760.0,760.0,0.3172813355922699,0.00013494492,0.08365808,6.5888214,-1993929803874180482
31582,https://artshopnc.com/wp-content/uploads/2017/04/Afternoon-Stroll-by-Artist-Pino-Daeni-Artwork.jpg,Afternoon Stroll by Artist Pino Daeni Artwork,575.0,571.0,0.3392091393470764,2.3288187e-05,0.07299034,6.7533507,-21125146376139406
31631,https://npr.brightspotcdn.com/dims4/default/58aa58f/2147483647/strip/false/crop/2000x1328+0+0/resize/880x584!/quality/90/?url=https%3A%2F%2Fmedia.npr.org%2Fassets%2Fimg%2F2015%2F10%2F30%2Ffishing-with-a-net_second-place-25_custom-601ab6396576f9d1a41907ae8705f1be97a69606.jpg,Second place: Fishermen in China set out early in the morning with their nets.,880.0,584.0,0.31229645013809204,5.1905095e-05,0.045585528,6.7110147,1799896364912801462
31682,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/bc5eb051-30a6-45b1-805b-0bc97c56f2af/d5etmml-4a524ea1-d2c9-4a66-b0dc-665d8534945d.jpg/v1/fill/w_1024,h_527,q_75,strp/city_by_madspartan013-d5etmml.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwic3ViIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl0sIm9iaiI6W1t7InBhdGgiOiIvZi9iYzVlYjA1MS0zMGE2LTQ1YjEtODA1Yi0wYmM5N2M1NmYyYWYvZDVldG1tbC00YTUyNGVhMS1kMmM5LTRhNjYtYjBkYy02NjVkODUzNDk0NWQuanBnIiwid2lkdGgiOiI8PTEwMjQiLCJoZWlnaHQiOiI8PTUyNyJ9XV19.DqxU_qxGLvrr7sNck6cmHMOOXhrhH7s-dsWUNcFpLAE",City by madspartan013,1024.0,527.0,0.3000556230545044,0.00021749735,0.103032805,6.649869,-4424838074743969750
31722,https://i.pinimg.com/736x/8e/78/a9/8e78a9bcd8cb1119cf53b29df3e700ae.jpg,Igor Sava #watercolor jd,540.0,764.0,0.3448260724544525,3.3951585e-07,0.123792924,7.097728,-8919875216640928759
31737,http://cf.collectorsweekly.com/uploads/2014/08/airlines_1950s_style-in-the-aisla-33.jpg,"Delta Airlines flight attendants model their uniforms for the summer, at left, and winter, at right, in the early 1940s. (Via Museum of Flight)",657.0,800.0,0.319273442029953,0.00046655536,0.111223035,6.532396,-9013211970746706085
31741,https://rceliamendonca.files.wordpress.com/2018/04/daniel-ridgway-knight-american-born-french-genre-painter-1839-1924-cutting-flowers_thumb.jpg?w=561&,"Daniel Ridgway Knight (American-born French genre painter, 1839-1924) Cutting Flowers",561.0,735.0,0.36230969429016113,1.813613e-05,0.085583776,6.542564,-7708699284246941964
31877,https://twistedsifter.files.wordpress.com/2011/10/photographs-that-look-like-traditional-chinese-paintins-dong-hong-oai-asian-pictorialism-1.jpg?w=800&,photographs that look like traditional chinese paintins dong hong oai asian pictorialism 1 Photos Made to Look Like Traditional Chinese Paintings,800.0,624.0,0.3316919505596161,2.4149358e-06,0.5894077,6.5328307,6388940725793200688
31898,https://images.squarespace-cdn.com/content/v1/54243095e4b07ee637a9f812/1469455342326-EZR7RL8BP5BWSB5RYKW2/ke17ZwdGBToddI8pDm48kNzIKDnVMdaW4clxlIMZe2dZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpz791iYMo65cZIvw9kBmLC6b1DihtUZ5RmZ0D_ui_0AyrwLtK_Qt8VwNN-lZKuOXDI/image-asset.jpeg,art by Peter Mohrbacher,559.0,800.0,0.32141754031181335,0.00078451633,0.50515795,6.771611,-2131532846618681710
31936,https://drscdn.500px.org/photo/5636953/m=1170/f73ff746fc6820500f241a4e7f59b517,Photograph Turimetta Beach by Yury Prokopenko on 500px,900.0,600.0,0.33003097772598267,0.00018510222,0.11071745,6.647437,-782967960666985378
31949,https://static.posters.cz/image/750/art-photo/the-busker-and-the-boy-i76581.jpg,Kunst fotografie The Busker and the Boy,600.0,750.0,0.33160001039505005,9.971192e-05,1.0,6.6285286,-36901370165480539
31978,http://onebigphoto.com/uploads/2015/06/riding-down-mountains-on-the-isle-of-skye.jpg,Riding Down Mountains On The Isle Of Skye,960.0,540.0,0.2920834422111511,0.00038951635,0.17067505,6.5198245,-4775541762362093233
31992,https://drscdn.500px.org/photo/14871783/m%3D1170/54291608410cf170b7ed4f2c4119701a,Photograph Glen Brittle by Stephen Emerson on 500px,626.0,900.0,0.30590832233428955,4.7632741e-07,0.09500797,6.67424,5008069037963196285
32057,https://webneel.com/daily/sites/default/files/images/daily/02-2019/fashion-photography-flowers-phuong.jpg,fashion photography flowers by phuong,550.0,733.0,0.3048464059829712,0.010870159,0.10811213,6.9203215,7889504705507397207
32065,https://static.boredpanda.com/blog/wp-content/uploads/2015/03/smithsonian-photo-contest-finalists-2015-310__880.jpg,"A Brown Bear Walks Across An Estuary, (lake Clark National Park, Alaska",880.0,586.0,0.33577632904052734,5.814298e-07,0.8720298,6.571832,4726350708113748746
32121,https://stephenbasdeodotorg.files.wordpress.com/2019/05/atc_06_henry-nelson-oneil-a-mother-depositing-her-child-at-the-foundling-hospital-in-paris-1855-c2a9-the-foundling-museum.jpg?w=809,ATC_06_Henry-Nelson-ONeil-A-Mother-Depositing-Her-Child-at-the-Foundling-Hospital-in-Paris-1855-©-The-Foundling-Museum,720.0,720.0,0.30396246910095215,0.00020468235,0.072535604,6.515468,-3639861473126231985
32131,https://4.bp.blogspot.com/-Whextvi6g7Y/V0Sxeh19z1I/AAAAAAAAUxg/kkkmqZ4HAmcNKCfTfxDLyuzGG5ojUiViQCLcB/s1600/60%2B%252B%2B1%2BHeart-Warming%2BHistorical%2BPictures%2BThat%2BIllustrate%2BLove%2BDuring%2BWar%2B-%2BEvacuated%2BFrench%2BTroops%2BRelax%2BOn%2BAn%2BEnglish%2BBeach.jpg,60 + 1 Heart-Warming Historical Pictures That Illustrate Love During War - Evacuated French Troops Relax On An English Beach,880.0,649.0,0.33225324749946594,0.00061032176,0.32860184,6.589444,-6371756196984612541
32152,https://drscdn.500px.org/photo/29220295/m%3D900/v2?sig=ce6a72cc0188ac428cc32718513a650f486901e9676865ba39be840a07007e68,by oprisco  on 500px,700.0,700.0,0.3118223547935486,0.00036597252,0.07528774,6.5110865,7019749198883066229
32255,http://webneel.com/daily/sites/default/files/images/daily/01-2016/girl-color-pencil-drawing-by-pedrolopesart.jpg?size=_original,Girl color pencil drawing by pedrolopesart,640.0,640.0,0.33773720264434814,0.00012400746,0.74200094,6.659917,1654051588561349958
32257,https://img.theculturetrip.com/768x//wp-content/uploads/2017/07/sunsetfitzroy.jpg,Sunrise at Fitz Roy,768.0,512.0,0.3440062403678894,2.8070574e-06,0.1222974,6.5633907,-6932078985880656174
32305,https://ayuprint.co.id/wp-content/uploads/2014/08/Gambar-Foto-Lampu-Mercusuar-Molnes-Lighthouse-Norwegia.jpg,"Mercusuar Terindah di Dunia - Gambar Foto Lampu Mercusuar Molnes Lighthouse, Norwegia",880.0,587.0,0.3105762004852295,1.5314486e-06,0.076115415,6.738004,-8625670111924391786
32325,http://www.kldr.info/wp-content/uploads/2016/04/Kim-Il-Sung-conversing-with-workers-of-the-Hwanghae-Iron-and-Steel-Works.jpg,Kim-Il-Sung-conversing-with-workers-of-the-Hwanghae-Iron-and-Steel-Works,600.0,528.0,0.361153244972229,8.975305e-06,0.11177751,6.884703,8156069442948893840
32364,https://www.synnatschke.com/images/iotm/maelifell-iceland.jpg,Maelifell in the Icelandic Highlands,900.0,600.0,0.31061312556266785,1.0313065e-06,0.15666984,6.598382,-2602781623448865802
32449,http://thumbpress.com/wp-content/uploads/2014/05/jake-olson-photography-15-658x865.jpg,jake-olson-photography-15,658.0,865.0,0.301558256149292,3.3454123e-06,0.17810592,6.6921825,-8348017330062181427
32692,https://woodchuckcanuck.com/wp-content/uploads/2018/01/Carpenter-Alfred-de-la-Chaussee.jpg,Carpenter Alfred de la Chaussee,564.0,718.0,0.304654598236084,1.3901304e-05,0.05127822,6.540195,-4236176114751781616
32751,"http://ralphlauren.scene7.com/is/image/RLContent/20170516mlp_c01_us?scl=1&amp;fmt=pjpeg&amp;qlt=85,0&amp;scl=1",Man on beach wears unbuttoned blue oxford shirt & swim trunks,932.0,608.0,0.30606529116630554,0.23742917,0.3714244,6.527848,-3861317159911627423
32918,https://images.pexels.com/photos/179845/pexels-photo-179845.jpeg?w=940&amp;h=650&amp;auto=compress&amp;cs=tinysrgb,Brown House Surrounded by Snow Covered Field Near Snow Covered Mountain Under Yellow Blue and Orange Sunset,940.0,627.0,0.31797581911087036,7.494236e-06,0.18037848,6.520544,-1592130862665018626
32919,https://i2.wp.com/www.viewbug.com/media/mediafiles/2018/08/26/80748764_large.jpg?w=1380&,Evening sands by RuudPeters - Monthly Pro Photo Contest Vol 45,617.0,926.0,0.3225712478160858,1.0468586e-05,0.18078919,6.620337,-413578303453904499
32936,https://i.pinimg.com/736x/00/eb/e7/00ebe761126d69740a25b1537fd2eb1d--asian-landscape-amazing-photography.jpg,asia-travel-photography-weerapong-chaipuck-1,735.0,637.0,0.28726428747177124,8.626883e-06,0.09824092,6.5164046,-5642989358074463479
32953,https://secureservercdn.net/104.238.68.196/0g9.27c.myftpupload.com/wp-content/uploads/2015/01/Italian-street-in-a-small-provincial-town-of-Tuscan-web-c3.jpg,Small town in Tuscany,725.0,516.0,0.31412985920906067,4.6963683e-05,0.037561953,6.588929,-121534168652152441
33064,https://render.fineartamerica.com/images/rendered/default/print/6.000/8.000/break/images-medium-5/audrey-hepburn-olga-shvartsur.jpg,Audrey Hepburn Art Print featuring the painting Audrey Hepburn by Olga Shvartsur,600.0,795.0,0.33723878860473633,6.736141e-05,0.21131413,6.761462,-3993206107148175262
33232,http://www.letsbewild.com/wp-content/uploads/2012/06/iceland.jpg,"Adventure Travel Photo of the Day - www.letsbewild.com - Mt. Lómagnúpur, Skeiðarársandur, south coast of Iceland - Julien Boisard",900.0,599.0,0.3031909167766571,2.4203655e-06,0.08138419,6.5092626,-757540152496418481
33411,https://images.squarespace-cdn.com/content/v1/511d3e23e4b04b471a7b30a4/1441655546041-S8HUK2OPQ396RS1MTAOJ/ke17ZwdGBToddI8pDm48kEpVg-ILAPna1wRh-xAJ9fRZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpwEv36x-EUL2-BSQ5feDhwGCbXuJBFqZ-erYzVouT8yOb9TwqchglLQOCYTRn7ZGxI/tumblr_nna2bkumTz1ri4upho1_1280.jpg,It's a dogs life I tell ya 🐶 Vintage Hat Inspiration   Photo: #RichardAvedon 1955  Model: #Dovima    ______________________________________  #vintage #vintagehat #vintagestyle #dog #hat #flowerpothat #1950s #50s #tbt #baskethat #design #inspiration #unahats,640.0,640.0,0.32778069376945496,7.899018e-05,0.16514505,6.857611,7554500298575553756
33446,https://1.bp.blogspot.com/-Trv2qd-Intg/YMMKZK6zZ_I/AAAAAAAALTk/QbKc_ElX14s8YOAxUrYPkPqGHRuOLOiEQCLcBGAsYHQ/w512-h640/Under-the-Surface-Underwater-Photography-with-Lexi-Laine%2B%25284%2529.jpg,Under the Surface | Underwater Photography with Lexi Laine,512.0,640.0,0.3136400282382965,0.00042629242,0.0834834,6.935434,-3433291466473013435
33577,https://cdn.unifiedcommerce.com/content/product/large/0210813357042.jpg,Sound Of Music Wb Movie Classics Jigsaw Puzzle,891.0,660.0,0.3653118312358856,1.0876289e-05,0.097931854,6.559658,8049222152824273535
33605,https://needled.files.wordpress.com/2013/10/charles_sillem_lidderdale_the_fern_gatherer_1877.jpg?w=550&,Charles_Sillem_Lidderdale_The_fern_gatherer_1877,550.0,793.0,0.31930235028266907,0.0022311509,0.1051138,6.5846505,-6537934503771857972
33629,https://sybilia.files.wordpress.com/2014/09/kate-moss-by-alasdair-mclellan-for-another-magazine-fall-winter-2014-2015-1.jpg?w=768,kate-moss-by-alasdair-mclellan-for-another-magazine-fall-winter-2014-2015-1,604.0,790.0,0.30314552783966064,0.5666389,0.42647287,6.6598,-6869530768002474598
34033,https://drscdn.500px.org/photo/44481060/m%3D1170/96958d6546f0896c174619c994e265a3,Photograph Somewhere far beyond by Enrico Fossati on 500px,900.0,601.0,0.3249751329421997,1.0804882e-05,0.47761735,6.576256,-5461537406841719901
34034,"https://res.cloudinary.com/fleetnation/image/private/c_fill,g_center,h_640,w_640/v1562944632/phpqlmy5f3gknwjpcqne.jpg","""""""""""""""Gathering Storm at Staithes"""""""" stock image""""""",640.0,640.0,0.3717159330844879,2.6441305e-06,0.03090289,6.5867705,-5009353644587258385
34078,https://rehs.com/catalogimages/fritz_zuber_buhler_b1299_young_girl_by_the_lake_wm.jpg,Young Girl by the Lake by Fritz Zuber-Buhler - 14 x 10 3/4 inches Signed swiss academic figurative figures genre bathing girl french,565.0,750.0,0.3329068124294281,0.001578182,0.23152712,6.592752,-1641891323224508711
34091,https://render.fineartamerica.com/images/rendered/default/poster/8/10/break/images/artworkimages/medium/1/grand-teton-lanny-grant.jpg,Landscape Poster featuring the painting Grand Teton by Lanny Grant,599.0,784.0,0.3505285084247589,7.0460976e-07,0.17739066,6.5002832,6347883602253544140
34152,http://images.fineartamerica.com/images-medium-large/tuscan-window-vivi-de-candido.jpg,Paintings For Italian Kitchen,900.0,654.0,0.2819690406322479,2.1368983e-06,0.043650538,6.6693406,756587075113037199
34204,https://i.pinimg.com/564x/6a/13/fa/6a13fae2305b0fbe31c5ab464a3cae6f.jpg,Tougher+than+the+rest.+by+PascalCampion.deviantart.com+on+@DeviantArt,564.0,823.0,0.30441680550575256,0.0013386607,0.10224355,6.7665434,334407242884324965
34324,https://cdn.shopify.com/s/files/1/1046/2626/products/CSPHB1038copy_grande.jpg?v=1590769124,Woodland steps in November landscape greeting card by Heather Blanchard.,600.0,600.0,0.3113020360469818,3.5886173e-06,0.10295566,6.8609166,-2963306737810103813
34365,https://static.thehoneycombers.com/wp-content/uploads/sites/2/2016/10/mulan.png,Disney's Mulan | March 2020 Movies in Singapore,958.0,536.0,0.2900644838809967,0.0065513253,0.18458742,6.741277,-7077452050521244059
34374,http://www.tresbohemes.com/wp-content/uploads/2017/12/Oil-Paintings-of-Prague-by-Yuriy-Shevchuk-Tres-Bohemes-24.jpeg,Oil-Paintings-of-Prague-by-Yuriy-Shevchuk-Tres-Bohemes-24,800.0,572.0,0.31065139174461365,1.1082473e-05,0.12189536,6.8159633,-7039547086997619835
34523,https://writesoftheroundtable.files.wordpress.com/2017/09/147208_1129r2.jpg?w=740,"""ONCE UPON A TIME - ABC's """"Once Upon a Time"""" stars Lana Parrilla as Evil Queen/Regina/Roni. (ABC/Craig Sjodin)""",739.0,555.0,0.3164966404438019,0.39583495,0.051526032,6.665391,-8073876697075452142
34552,https://img-fotki.yandex.ru/get/167717/480438961.ca/0_16c38b_f8fe622e_orig.Jpg,Beautiful Surreal Art by Andrew Ferez,540.0,633.0,0.30722576379776,0.0016766787,0.5423534,6.595458,3304266916345859389
34607,https://s3.amazonaws.com/fineartimages.dailypaintworks.com/auction_8c15dd79-0191-4743-8adf-bf4828413507.jpg?imageVersion=,"""""""Narrow alley, Cityscape of Aix en Provence – Street scene of Nice, France"""" original fine art by Nick Sarazan""",532.0,800.0,0.3292790949344635,1.302939e-06,0.034889266,6.6587734,-1272264690593832134
